,source,date,comment
1595,stiiizy-yelp,2021年9月24日,"I barley come to Stiiizy but when I do come, I get blessed with budtenders that go above and beyond for me! Steve was so energetic and made sure I went home happy with the purchase specially since my order was wrong. He was great!"
1596,stiiizy-yelp,2021年12月25日,How do you expect to have customer coming back when you never answer your phone line and when you do it's loud as fuck and can't hear shit . I did an online order never got a confirmation now on my profile it says it was complete ? So why do that when I never picked it up and never got a confirma it was ready
1597,stiiizy-yelp,2020年4月18日,"Omg loved this shop. Looks soo nice, and the products are amazing and at a great price. Cheaper than at other dispensaries. Plus on the day I came In they had 20% off on batteries and cartridges. Walked out with 2 half gram stiiizy pods, battery kit and pen keychain for under $100 bucks. My budtender was also super sweet, patient, helpful answering all my questions as I couldn't make up my mind for a few min on which stiiizy pods to get. Line to check in process was also super quick, everyone Is in a great mood. Staff wearing cool face masks, and everyone practicing good social distancing. These pods will last me a while but I will be back once I run out. I already told all my friends about it and they came in and made a visit to the shop themselves."
1598,stiiizy-yelp,2022年3月11日,I look forward to applying to this location! My bud tenders there are all so friendly!
1599,stiiizy-yelp,2020年12月8日,Pretty disappointed in this company.  I usually go to calma in West Hollywood.  I highly recommend that shop btw.  Anyways I originally purchased the kush stiiizy pen it was decent for the price.  The I purchased two of the grand daddy purp pens and had issues with both of them.   I reached out to stiiizy via email on their website.  I took pics even screen shot my bank account to prove I purchased their product.  But because I didn't have the original receipt they would not do anything for me.  I think it's kinda ludacris who keeps record of the marajuana products they purchase in the first place.   At the very least they could have had me send in the defective device to see if in fact they could fix it.  They offered nothing.  After that experience I really recommend people to look elsewhere.  When you purchase something you do it under the premise that the product is going to work.  Especially with a large company like stiiizy.  You shouldn't have to keep long records in the event their product doesn't work as a consumer we should be able to trust a company to do the right thing.  If their products are defective or I am unhappy in which it works I should receive a new one or a credit for my next purchase.  I highly do not recommend this company.
1600,stiiizy-yelp,2021年3月24日,IDE SUGGESTS CHECKING YOUR PRODUCT FOR DEFECTS IN THE PARKING LOTT !! I bought a big stiizy kit 9 days ago . And upon opening my product when I arrive home (2 hours away) . I take my it out the box and put my pod in and long behold the whole inner part with the battery attached effortlessly slipped out. So realizing it's a defected product I call right away and could not get through to any employee only the automated customer service which stated to bring any defected product back to stiizy for a replacement. I was able to finally have the time to take it back to be replaced . The employee told me that he couldn't do anything about it being that it's been EIGHT days and the return policy is SEVEN days . So apparently I was ONE DAY to late to get the product I was looking  so forward to purchasing . Spoke with the head manager and he also refused . I was pretty much done at that point with stiizy. 40$ down the drain for me . . And a customer down the drain for stiizy .I guess some tape will have to do for now so I can at least finish my cartridge.
1601,stiiizy-yelp,2021年3月8日,"Stopped by here for the first time not what I expected for all the hype first the girl was not helpful with questions about products considering she works there and I would expected her to answer questions. ( not answer well we just have things this way cause people will come not matter what) No real deals everything they say is on sale example buy 5 for $200 the tax is included in the "" special sale"" on Tuesday pricing so they of course aren't letting stuff go for any real deals big disappointment that the Taxes here are placed on medical patience so they pretty much are exactly the setup as MedMen I would just stick to my regular place on 7th Street much better customer service and first time patients are taken care of there no hidden fees..."
1602,stiiizy-yelp,2020年10月2日,"Amazing Spot,Our Budtender Megan is the greatest has knowledge of products and does great upsale.Megan over and beyond for patients Ty Megan. Oh ya the medicine is great too!!!"
1603,stiiizy-yelp,2021年5月6日,Love this place! My favorite weed shop in LA great budtenders and they always have good stuff. Last time we got some Frostine from CAM Private reserve...that was good stuff. I've been to other weed spots but prefer Stiiizy when I'm in LA
1604,stiiizy-yelp,2021年2月17日,"Horrible customer service, I called explaining that I'm coming from La puente and that I have a cartridge (full gram ) that's not working but I've already smoked half, the girl on the phone said that's fine we'll exchange as long as you have the receipt, tell me why I drove all the way to downtown La from La puente only to tell mr they can't exchange it. I'm pissed you had me waste gas and time even after I called to make sure! I would have taken a half gram as exchange but no that's not an option because I bought a full gram , really fuck you Stiiizy customer service"
1605,stiiizy-yelp,2020年12月4日,Picked up Biiit sour straws. The are old and stale! And extremely hard. The sugar is a yellow in color! Very disappointing cause I love coming here! Wont be purchasing these ever again!
1606,stiiizy-yelp,2021年3月8日,"Entering this establishment, it felt like I was Alice entering a funky, new age, wonderland that is known for their Vape pod product. There are deals practically everyday for different products. Covid situation it felt very sketchy to put soo many people in one room at one time, regardless on how giant it is. It really did feel like I was about to enter a roller coaster. There is decent amount of parking. One thing for sure is that you can get your personal Stiiizy engraved on-site, which is pretty cool! Budtenders are professional. Solid 4 stars!"
1607,stiiizy-yelp,2020年10月4日,So went to this place for first time and they said koo 20%off for first time .. then the bud tender said the whole store was 20 off .. so he started off confusing me !!! Next he was not helpful at all the kid brought 4 different  pre rolls talked about each only to find out two were the same so all he said was bull$h!t then I picked out 2 of the 4 he showed me and when I got home he gave me 2 of the same ones he lied about and most def not The one I picked !!!! Extremely terrible service and so confusing .. just know y'all won't catch me a$$ there again.
1608,stiiizy-yelp,2020年2月24日,I was in the LA area and decided to give STIIZY dispensary a try. My boyfriend and I were looking for an edible for my dad (he is a cancer patient) who is experiencing multiple side effects due to his treatment. It is a really nice facility to start off. Our Budtender was Karina. She was super nice and knowledgeable and made our experience that much more pleasant. I came home and my dad being a first timer I started him with one square of the Punch Milk Chocolate 10mg edible. It has definitely made a difference for him. Lastly they have small discounts on certain days so when I'm in the LA area again I'll definitely stop by again.
1609,stiiizy-yelp,2020年2月21日,"Amazing store. Amazing products. Legit. The biits are gummies and they are delicious and help a sister sleep. My favorite flavors are watermelon and sour apple. They have many flavors though . I think they  have something  for everyone, depending on your preference. Flower, wax, vape, edibles, clothes, and grinders etc...Me gusta"
1610,stiiizy-yelp,2021年7月3日,"Look, everything here I've ever gotten is great and the employees are nice. No complaints on that front. Im well aware this is the epicenter for weed vapes, but I just cannot take the lines and on 4/20 it was a nightmare. Stupidly I didn't just order in advance, but who knew, despite the ""holiday"" and it being 7am, we'd be waiting in line for 3.5 hours just to get in the front door, people were waiting overnight, I feel bad for them. I didn't leave until 10:15am. Considering the amount of employees you have, the relative size of the store and the complete disregard for Covid distancing (but there were mostly masks amongst the crowd but not all, and all employees masked up) I found the wait to be completely unacceptable. Sure, you don't know what the people are going to come in and buy or how long it will take, but we stood outside for three and a half hours. For diddlysquat really, as there wasn't much of a deal to be had that's out of the norm. But anytime I see a line there I make a U Turn and buy elsewhere now. I started to wait in another line on a different date after that fiasco and they wanted to Covid test everyone it seemed, as the line would come to a stop for each person to do a swab at a little table out front, nah, I had my vaccine, let me in. Then the next time I come the day after, no line, no swab, no table. I've seen lines since then but before 4/20 it never was like that in my experience. I will still continue to come here, as most times there is not much of a line at the time I come."
1611,stiiizy-yelp,2020年9月18日,"Great place to get your greens, budtenders are always fantastic.  Please make sure you tip them well, they're working hard during a pandemic to get you what you need.However, they're not as committed to Black Lives Matter as they say they are on social media.  The indoor security guard has a thin blue line flag patch on his vest today.  Kinda lame that management would allow that considering everything going on."
1612,stiiizy-yelp,2020年3月20日,"This place is awesome , super fancy , super clean, they got security guards everywhere , great prices . The employees are always  chilled and have an awesome attitude  , here they don't make you feel weird. Dear stiizy please post your daily deals on you Instagram, I know the deals vary daily and some deals are not on that chart you guys have up on the screens. I always call before I go just to make sure what I want is on sale, if it's not then I don't go. Please post the deals on your page."
1613,stiiizy-yelp,2020年11月17日,This place sucks.  40 min on hold.  They obviously don't care about customers who need medicine
1614,stiiizy-yelp,2021年4月7日,All the employees are up to code for Covid they're very clean very fast all wearing masks and gloves. Destiny is very helpful. She showed me so many selections of what kind of strains I was trying to pick out. Very helpful and patient. I picked alien OG. Now one of my favorite places to go.
1615,stiiizy-yelp,2021年12月29日,"The wait is horrible, also making you wait in the rain. I won't be coming back here! Rather go to CCC (City Compassionate Caregivers). And it's less of a wait time.!"
1616,stiiizy-yelp,2020年4月12日,This medical dispensary will not let you down! Not only are all of their products 100% amazing but the people are nothing but good vibes and informational. And they are an essential business during these trying times that goes out of their way to keep their patients safe. Follow them @stiiizy on all socials. And follow us on YouTube to have access to short and to the point videos about their products. #DoGoodBeGood***please don't forget to tip your bud tenders! The ladies are super knowledgeable and if your gonna tip your food take out or at Starbucks then why wouldn't you tip the ladies that are helping make your day a little brighter.
1617,stiiizy-yelp,2021年4月5日,"Love it here! I don't go anywhere else and all the bud tenders are dope af.  Just wished they had a little more variety in tree, but aside from that fav shop!"
1618,stiiizy-yelp,2020年9月21日,"Honestly, the best dispensary in LA. Hands down. Top quality product, people who actually care and are familiar with the product and solid price points. GO ASK FOR JOSH. Top tier sales rep who is knowledgeable & also understand what you're looking for and what he can provide you with based on current inventory. WAY better than Medmen."
1619,stiiizy-yelp,2021年3月28日,Place is Ok. they Don't Really Carry Any of the Exotic lines like GL420 Diamonds or 5Carat Diamonds. Most of the Stuff here is for Beginner Smokers Really. the Budtender told Me they Were Going to Get Some 5Carats Premiums and Once they do then this Will be a Good Shop!
1620,stiiizy-yelp,2021年8月22日,"Very loud, cant hear what the people working there are saying. Way too much products to think clear enough to make up my mind. And to top it off they charge Taxes.  No thanks, I'll just keep going to my local shops. This place is too hyped up. Nothing special here"
1621,stiiizy-yelp,2021年1月29日,"I walked in here and I was so amazed it look like I walked into a Macy's,  the staff is friendly and reasonable prices and lots of great flavors"
1622,stiiizy-yelp,2021年6月19日,"beware!!! i thought stizzzy was a dispensary not a court house. if u wanna get judged by a bunch of mean girls then this is your place. they wouldnt scan my brothers id because he wasnt up to there standards. jus because my brother has tattoos and looks like a gangster doesn't mean he should be turned away. thats profiling. so we went to jungle boys dispensary, they scanned his card no hassle and got right in! way better vibes than stizzzy."
1623,stiiizy-yelp,2020年7月18日,"Awesome fucken products and prices !!! But customer service.... damn its the worst... they offer curbside pickup but do they really? Everytime, every weekend its a problem here, I always put CURBSIDEEE PICKUPPP in description of my order with the color and model of my car so i can make it easier but NO they always make me go tf inside bc whoever is responsible to do the  online orders ( slow ass ) doesn't mention it to the receptionist in front ( other slow girls ), then they say call the store... * me calling store * they give me attitude saying why im calling the store if orders have to be online blah blah blah... i call the damn store to check on flavor availability girllll  since i get a text everytime as well saying there out of that product.... and they still get upset for asking lol..... thanks to security who encouraged me to post this review bc he said this happens all the time. So read the SPECIFICATION NOTES and learn to give out change bc the chick whos usually there for Online orders always gives me more $$"
1624,stiiizy-yelp,2021年4月8日,"I drive 2 hours to this store at least twice a month, if that doesn't tell you something. Have been here quite a few times and always have a good experience. I'm that annoying person who likes to know everything and they are so patient with me. The manager Jason was especially helpful in a recent unfortunate situation regarding a mistake on my part. Please bring one to bakersfield so I can give you my moneys more frequently"
1625,stiiizy-yelp,2021年2月26日,Was our first time at stizzy & Vanessa was so kind & gave us so much info & help  love the product also
1626,stiiizy-yelp,2020年6月12日,"Their rent a cops in the parking lot are ridiculous! Learn how to feel a parking lot, it's not about squeezing cars together so no one can open their damn doors!"
1627,stiiizy-yelp,2021年7月30日,"second timer here, love the atmosphere & my budtender noah i. was super patient & informative. he convinced me into buying a king louis XI cart because of the mango flavor, truth be told I don't like mangos though. but he's handsome so I trust his wisdom & it's a tasty cartridge  so I can't complain, 10/10 on my purchase today! thanks stiiizy"
1628,stiiizy-yelp,2021年2月2日,Love this place so much!! All the staff is so friendly and it's dog friendly so I always bring my dog and the staff loves her!! They will answer any questions you have. Laura helped me last visit and I was with a friend so I wanted to get a pre roll and she informed me on what kind they had and the price values. Never a disappointment:) oh and the location is perfect right off and on the freeway before downtown!
1629,stiiizy-yelp,2019年9月19日,"First of all , the store is so beautiful it's like an art museum inside . I was in awe. The high ceiling makes it feel so spacious . Picked up some pre rolls and vapes. Everything was top quality  . I loveeee the pink vape, the color is so cute and beautiful ! & they look like juuls , makes it very discreet ! They hit pretty hard. You also get 10% off for your first time"
1630,stiiizy-yelp,2020年7月7日,"They never answer their phones, forget calling them or ordering online, it's a hassle.  Lines tend to be long, but they go by fast.  I've gotten 2 budtenders before that didn't have knowledge of their own products.  Come on stiiizy, get off the clouds and listen to your customers!"
1631,stiiizy-yelp,2019年9月11日,"Very cool shop retail, looks very nice, a lot of artwork, probably the nicest dispensary I've been to. People were very nice and friendly. Aa per the quality of the product, I'm not an expert on that so I cant give an opinion there"
1632,stiiizy-yelp,2021年5月20日,Age discrimination at its finest. Hire a upper management employee who put all protocols in place and let them go for no reason other than to use them for their knowledge!! Please do not support a company that is obviously discriminatory!! Please support those that are about inclusion!!!!!!
1633,stiiizy-yelp,2021年7月7日,"They don't care about their customers, only about profit. They are not transparent about the quality of their products. Live resin pods taste burnt and aren't potent. Management is kind but completely unhelpful and ultimately don't care about pleasing the customer. I definitely will not be spending my hard earned money here, I'll spend it with KingPen instead. Better pricing and quality. Also when I went in today they were forcing people to stand 2 feet apart with about 49 people inside at a time. Totally unsafe."
1634,stiiizy-yelp,2021年11月11日,Johnny(sorry if I misspelled) was super great and informative. She knew just what I was looking for. Great service!
1635,stiiizy-yelp,2019年8月25日,Stiiizy is the shit. I love their product and staff. Cant believe they're finally open.Try out their LIIILs or new flower line called LIIIT. Hands down the baddest shop in Cali.
1636,stiiizy-yelp,2020年2月2日,Im kinglorenzob  from Pasadena second time there She gets the best education about the product she's kinda and entertaining quick fast pace multitasker top-shelf bartender Stiiizy chose right woman five stars in my book
1637,stiiizy-yelp,2020年4月13日,"Poor customer service. I've always been a fan of the brand, but this specific store was a let down. I purchased A product & 30 minutes later returned to store, for an exchange since I wasn't happy with it. Before going in I called & the receptionist said to come in "" well work something out."" After taking a 40 minute drive back to downtown, I was told they couldn't help me. It was rip off, and waste of my time!"
1638,stiiizy-yelp,2020年12月18日,"I want to give a shout out to the server by the name Sky. He was so knowledgeable, professional and great customer service. I have 17 plus years in customer service and believe me. It's very rare when I give a 5 star."
1639,stiiizy-yelp,2021年4月15日,Check your bag as soon as you walk out!!! I bought a pod and a pre roll. Got home opened the sealed bag they give you and only had the pre roll. So somebody is scamming there in a way that the cameras wouldn't really catch. Can't really complain to them because who is gonna believe me but that's what happened. I mean they hand you a black sealed bag. You get home open it up and surprise missing product. Too bad because I loved the place.
1640,stiiizy-yelp,2020年2月27日,"I'm going to tell everyone upfront: Do NOT buy the cheap $7 pre-rolls! I went to light up and while lighting it, I blew out all of the fucking weed onto the ground because it was rolled VERY loosely. They also told me that I couldn't use a credit card to pay for the $60 worth of shit that I purchased, so I'm giving this place a solid 1 star...The other star is for the customer service show that the hot ladies at the check-in desk put on which was phoney as hell, yet cute AF."
1641,stiiizy-yelp,2020年9月15日,Love everything about this place. Very well organized and the staff are knowledgeable. Will be back for a second time.
1642,stiiizy-yelp,2021年6月3日,I have a valid California ID! It has a crack in it!! A CRACK!!  And I was not allowed to shop!! I have been to stiizy before.. I will for sure not spend another penny on their product nor will I be recommending anyone to any of there locations! And go ahead and give me some stupid response it won't fix me driving 35 miles to your store to spend over a hundred dollars to be denied !! If I was some kid with a broke a$$ ID then maybe I would understand but I am 34 year old person whom is obviously not under age!
1643,stiiizy-yelp,2021年4月11日,"I've been to the store a few times pre pandemic but today was my first time going again. Usually I enter the parking lot and get told where to park and I'm in and out of the store super fast and easy but today I didn't even go inside because when I got there the parking attendant was standing around doing nothing and let too many cars into the lot after it was already completely full so I was stuck. Couldn't turn around, couldn't park, couldn't leave.  I don't understand the point of hiring someone to just stand there but I guess? After I finally got to the point where I could leave I still saw him letting people in too. There's better dispensaries with better parking and better employees, do not recommend"
1644,stiiizy-yelp,2020年5月19日,"Love this place but Sometimes I feel rushed here. This one budtender gave me another stiiizy reusable bag and I think she saw the other one I already had in my hand, I hope she gave me credit for bringing my bag still. But please let me take my time and browse selection! I'm spending my good money here and I'm a loyal customer. Please and Thank You #staystiiizy"
1645,stiiizy-yelp,2021年10月8日,Judy hooked it up!! Picked up some hash bullets and an 8th of true oh! Best dispo in Whittier!
1646,stiiizy-yelp,2020年8月17日,"1st timer here! Never smoked weed, never been to a dispensary, etc.I went in clueless and left so EDUCATED!!! Daniela (Dani) was my budtender and she was so genuine, caring, funny and most importantly educational. She really knows her stuff and wanted me to fully understand everything I asked. She recommended similar products and even new ones! Love love love Dani! Great experience for a weed virgin. Definetly will be back and hope to see Dani again"
1647,stiiizy-yelp,2019年8月24日,"Giving this place 5 stars just because I love stiiizy and the place was amazing inside and there's a lot of stuff to chose from, not just stiiizy products. I also love knowing I'm getting products that are legit stiiizy brand because there's so many fakes out there. It's a little more pricey here but it's way better than possibly buying a fake cart that might potentially kill you.   Sorry Stiiizy but.....I do want to give my experience from the grand opening though. I got there about 5am and I counted that I was about 20th in line so I knew I was getting a bong. 11am rolls around and I see a group of people rush to the front of the line, mind you security had said no one can leave the line and re-enter and I also knew I was 20th in line. I also see a group that was right behind us walk to the front of the line and now I'm about 50th in line now??? I know there was a lot going on that day but no security stopped all these people from cutting. And then there's even more, this dirtyblonde haired lady grabs her friend from outside and tells him ""shh just tell them you're with media"" and the guy goes ""I don't know what that means but okay!"" And they laugh and he just walks in and cuts everyone. And then there's more!! A group of these girls just walk right to the front and try to cut but someone stopped them thankfully but they didn't go to the back of the line, they just went into the middle part! So a lot of people who were originally the first 100 to get the bong or rig now didn't get it because so many people were aloud to cut or there friends just snuck them in. Stiiizys awesome but that day was just too understaffed with security or something."
1648,stiiizy-yelp,2020年4月1日,Honestly? Buying straight from the source without the added extra tax is what brought me in. Fast fwd to actually stepping in and it's a whole vibe. Clean and fast and never any issues with their products...slowly covering my family and friends to ditch their shops and come straight here! Always friendly ppl working.
1649,stiiizy-yelp,2021年1月7日,"Good news is they got better at managing pickup orders so it was a super quick and easy process! Bad news is they sold me some BOOF, why are you guys still pushing product from October 2019??? That's not only unhealthy but just morally wrong. I'd give 0 stars if possible."
1650,stiiizy-yelp,2019年12月9日,These people don't take debit cards in 2019 and want you to have cash only or use their ATM well I might as will go to the Hood store! Their ATM is not working and they want you to download an app just to pay them called hypur some BS that no one has ever heard THAT CANT VERIFY ME I have walked all the way here only not to be able to complete my purchase because this big ass corporation is ON SOME bullshit I will continue to do as I have already have and continue to support the good stores!! It's a solid no for me!
1651,stiiizy-yelp,2019年11月28日,"Selling dry flower that immediately crushes into dust, when asked for simply a fair exchange, claimed that it is against the law to do so, when a recreational dispensary actually is very much allowed by law to do so, but has to pay applicable taxes. Playing down on intelligence of customers is really tacky policy. Overall inexcusable customer service, lol had the nerve to tell me well you saw it before you bought it.. haha can't tell if a product is dry by look. if you want to shop in this type of environment go to Medmen downtown. Don't like either place but at the same price point, at lease they will stand by there products. Left a terrible taste in my mouth, not worth a visit."
1652,stiiizy-yelp,2019年11月2日,"THE PORTABLES ARE GOOD QUALITY BUT WILL STOP WORKING AFTER 1-5 DAYS AND THEY WONT GIVE YOU A REFUND.really liked the service from the front desk and the bud tenders- it's always great when they wanna sell you something, but of course when there's an issue you can't expect these companies to act right. 2 weeks ago I got a disposable but within a week of there was 25% oil left and it wouldn't work. When I called and spoke with someone upfront they immediately told me that without a receipt I could not do anything in terms of a refund or even partial refund. I asked to speak with a manager and the manager said that if I bring it in she could give me 5% off and a five dollar credit. In order to get the 5% off I had to return the old one with 25% oil in it. I then paid almost full price minus 5 dollars for a new one. Within one day the battery was dead and once again there was still plenty of hits left. Of course they won't do anything to honor the integrity of their product. Don't buy the portables, you'll get ripped off when they stop working and they won't do anything to help you. Total ripoff. And when you go in with an vs being there to buy something, you get an attitude and the professionalism is out the window. This has left a bad taste in my mouth for the whole brand and thankfully I can spread the word through social media. Business 101 Stiizy- It would actually be MOST cost effective to take care of your customers (especially the ones who come in regularly and buy your crap), than to keep selling crap disposables and screwing them over because you are losing money when people read reviews like this and when people spread the word not to buy your faulty products. If you were proud of your brand you'd say sorry and make it right. Idiots. Smdh.."
1653,stiiizy-yelp,2020年5月28日,Probably the best prices on pod refills... some shops charge 5 or 10 dollars more.. most of the time they are fake. Get the real deal. The line is sometimes long but it's worth it.. the inside is huge.. nice and clean its a dope experience.
1654,stiiizy-yelp,2019年12月8日,"I have been a stiiizy user for about a year now and i have never had any issues until my last visit. I always buy a 1 gram pod but this last time i went the pod only lasted me a week compared to it usually lasting me at least a month. I smoked it the same amount i always do so it obviously isn't me. I was very disappointed and shocked. Mind you, i don't live in LA so i travel to this specific store just to get a pod and for it to only last me a week was very disappointing. Overall though I deeply love the stiiizy products but i had to share this experience."
1655,stiiizy-yelp,2020年12月12日,"F*ck this place and a lazy manager called Silvia. Drive down from Pomona every time to make a trip to ""Stiiizy"" for flower and pods. Today I bought a 1/8th and was short 1.5. I never weigh my product when I get home because I trust the store stiiizy stands behind legit COMPANIES . Called to let them know what was going on and they didn't seem to care , lost one good loyal customer today ! Screw this place. All they care is about money not patients."
1656,stiiizy-yelp,2021年2月13日,Jonathan the bud tender was rude. Like he didn't want to be at work and didn't want to help. Stay at home if that's the case.
1657,stiiizy-yelp,2020年10月5日,Went there about a week ago the girl that helped me was totally unprofessional and rude. She called me annoying in front of me and her manager because I wanted to use my credit that I had. On top of that she argued with me because I told her she didn't give me back correct change and resulted in me losing 20 bucks. I love the stiiizy products and what they sell but with people like that makes me not want to go back. If stiiizy is reading this and want to reach out to me I know time date and pod so you can track down the rep if you don't Im good either way as I'll be sticking to local shops and save the trip to la
1658,stiiizy-yelp,2020年9月13日,"This was my first time visiting the store and I was completely lost on how to choose items for myself and a friend especially with COVID-19 protocols. I was helped by DeAnne and all my worries immediately went away due to how quick and efficient she was while helping me out. DeAnne was very knowledgeable and informative on the products I asked about including recommendations, patient with me when I stopped by the ATM twice and maintained a warm and friendly attitude through our whole interaction. Associates like DeAnne are what will keep me as a customer and I will gladly recommend this store to others thanks to the shopping experience I had with her."
1659,stiiizy-yelp,2020年4月24日,"I love this place. Super secure, everyone is friendly and knowledgeable on all their products. It's cash only (they have an atm by the entrance) also they offer special discounts depending on the day you go."
1660,stiiizy-yelp,2021年6月2日,"Stiizy is the place to be ..... It's so cool inside plus you get great deals! there is a limit to the amount of products you can by. On tuesday there are deals on the carts, we call it Stiizy tuesday. Their products are amazing"
1661,stiiizy-yelp,2021年7月19日,Amazing flowers and products I will deff be back there money is worth being spent here! You will not be disappointed and the store is clean and organized as well.
1662,stiiizy-yelp,2019年8月25日,"Easy to find and plenty of parking! Wide range of quality products from edibles, flower, carts, to balms.The chick that helped me (forgot her name, tossed my receipt) was very knowledgeable and friendly. She was patient with me and made sure i got all my needs taken care of.I walked out with some kanha gummies and stiiizy hg cart to get my week started right."
1663,stiiizy-yelp,2021年6月3日,"Love this place. Everyone is so nice. But when they run out of product it gets taken down from the website and it doesn't get put back up. I utilize online pickup, so when I went in to pick up my product they had a lot on the shelves that I was trying to find online to put in my order. I could have gotten back in line yes but I use pickup for a reason."
1664,stiiizy-yelp,2020年5月21日,I come once a week and love it!! Try the Wyld gummy edibles it you like edibles....the indica ones knock me out and I have the worst insomnia...like not even sleeping pills work for me. Also their Stiiizy pens/batteries (whatever they call them) are the best. I've put one through the washer on accident and it still works!!! They're sleek and instead of screwing in the pods are magnetic so super easy to switch out stativa for indica or just to switch up for variety! Even when there's a line it moves quickly and the space itself is impressive. Prices are fair and the daily deals are very good.
1665,stiiizy-yelp,2019年11月24日,"This dispensary is the weed equivalent of TAO in Hollywood, the Bungalow in Santa Monica or the Standard Rooftop on the weekend.  If you live in LA...you know what I mean."
1666,stiiizy-yelp,2020年1月19日,"The choice of flower is sufficient and varied. I definitely enjoyed my time today at Stiiizy. Not only did the deals differ it's store from other dispensaries but their bud tenders are knowledgeable not to mention gorgeous, specifically Brittany R. She is unbelievable, knowledge on bud, great recommendations, fantastic customer service, positive stature, and accommodating. You can definitely tell she loves her job and that made my visit fantastic. As shown in photos my selection varied from my gorgeous bud tender recommendations."
1667,stiiizy-yelp,2021年3月13日,I love stiiizy there products are so good and their weed products and their prerolls are good.
1668,stiiizy-yelp,2021年3月2日,So my last visit to Stiiizy was great Maria helped us and her customer service skills are awesome she explained everything in detail and was just a great person. I really wanted to leave a yelp review and got sidetracked. However todays visit to Stiiizy we got lucky once again and got her as our tender she went above and beyond. Thanks Maria you're awesome love. Hope to see u next time.
1669,stiiizy-yelp,2020年9月14日,"Don't use the atm in the Stiiizy store, I checked my bank and more cash had been withdrawn with my account through out the day than I had originally withdrawn plus the atm withdraw fee was tripled because money kept being taken from my account. Overall it's cool on the inside, just bring your own cash beforehand."
1670,stiiizy-yelp,2021年4月2日,This place was hella well organized very helpful! And I love the variety they have there! 10/10 shout out Leslie! Supper helpful best experience at a shop ever!
1671,stiiizy-yelp,2019年9月20日,Today I went to check out the retails store and it was fun experience. Everyone in the store is very friendly. My bud tender is very knowledgeable about her product. Her name is Ashley V. and you guys should look her up.  Everydays have different discounts.
1672,stiiizy-yelp,2020年8月25日,"I'm kind of disappointed. I go to Stiizy at least once every 2 weeks. Today, I ordered 6 items and was told the price of $135 over the phone. Yet, when I got to the store, it was changed to $191. Online orders are so convenient because I am always told the exact price over the phone and asked if I need change. Hopefully this can be explained?"
1673,stiiizy-yelp,2019年12月21日,Booooooomb. Stopped before rolling Loud & the budtenders were so helpful in educating & telling me what I should get based on what I was looking for in my experience 10/10 would go back.
1674,stiiizy-yelp,2020年2月21日,"Awesome experience over all. Great selection & Stiizy pods are super convenient. Super welcoming & professional, lots of selection. Very friendly staff & plenty of parking!"
1675,stiiizy-yelp,2019年12月29日,"Ronny, the head of security, is nothing short of AMAZING. After having ridden my electric board a ways to get here, I was uncomfortable leaving it up front. Ronny was nice enough to let me enter the facility, board in hand, as a one-time courtesy. Very much appreciated, good sir. You're a true gentleman. Will be back soon!"
1676,stiiizy-yelp,2019年10月18日,"I love stiiizy !! Straight frm New Jersey . I was lucky enough to be in Los Angeles during the grand opening. I got all my freebies that I was promised and more. I'll be back in LA next year, can't wait to see what new pods they have out by then."
1677,stiiizy-yelp,2019年8月28日,Hand Down  this location is amazing!!! The min you walk in you're well greeted by the staff!! Customer service reps are super friendly and helpful!!! Amazing products! Must check them out! STAY STIIIZY
1678,stiiizy-yelp,2020年7月14日,"I have made 3 purchases on their website Stiiizy.com and have recieved 2 defective batteries, someone else's order and 2 months of b.s. with no customer service at all. I had to contest one online purchase through my bank, and it now appears I will need to contest the other 2 as well. 1 fraud count was apparently not enough for Stiiizy, they want 3 . Terrible service, janky products. I will be seeking a full refund and purchasing a different brand in the future. The bank will be sure to take action after all this. Forget stiiizy, they aren't worth it."
1679,stiiizy-yelp,2020年2月4日,This shop is amazing overall! The crew they have is always so helpful and welcoming!! I would definitely consider visiting them if you're 21+!! Not to mention their deals and shit is fire!!!!!
1680,stiiizy-yelp,2019年9月30日,"We decided to stop in after reading the article in the Hollywood Reporter. It is kinda downtown kinda in the arts district but does have parking! Nice staff really nice space! It was not exactly what I thought it would be. It reminded me of a set from Woody Allen's ""Sleeper"".  We enjoyed our time but the really nice woman who waited on us didn't know how to make change. I would tell people to check it out."
1681,stiiizy-yelp,2019年12月10日,Stiiizy is the best place to find your needs' the people are super friendly and helpful ! They have the best deals & specials . Always such good vibes here !
1682,stiiizy-yelp,2019年10月26日,Everyone here was so darn sweet! I absolutely love this place. They were so personable! Good vibes. Good music. Good people. Brenda at the front desk was awesome too. I was a little disappointed because they said that there was 20% for our first time buyer discount but they only did 10%I still think they're cool though
1683,stiiizy-yelp,2019年9月25日,"My clerk or rep Carlos, assisted me in getting what I needed and also aided in helping me pick what could assist me in dealing with my chronic pain. He listened to what I was asking for and also gave his own recommendations on products. It was a plus that he actually has experienced with the products and was able to understand the experience I was looking for. Definitely a store I will frequent and recommend."
